2019-06-25 16:55:15,703 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:03,438 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:26,627 param size = 0.046234MB
2019-06-25 16:57:26,628 Starting epoch 1/5
2019-06-25 17:16:56,299 train mini-batch 464, loss=1.626943e-01 accuracy=95.238575
2019-06-25 17:16:56,933 train mini-batch 465, loss=1.625516e-01 accuracy=95.238734
2019-06-25 17:16:57,583 train mini-batch 466, loss=1.629508e-01 accuracy=95.228854
2019-06-25 17:16:58,242 train mini-batch 467, loss=1.631003e-01 accuracy=95.222356
2019-06-25 17:16:58,824 train mini-batch 468, loss=1.630784e-01 accuracy=95.220000
2019-06-25 17:16:58,825 train_acc 95.220000
2019-06-25 17:16:58,954 valid mini-batch 000, loss=3.489867e-01 accuracy=89.062500
2019-06-25 17:16:59,082 valid mini-batch 001, loss=4.386086e-01 accuracy=86.718750
2019-06-25 17:16:59,210 valid mini-batch 002, loss=4.016284e-01 accuracy=86.458333
2019-06-25 17:16:59,337 valid mini-batch 003, loss=4.043020e-01 accuracy=86.328125
2019-06-25 17:16:59,465 valid mini-batch 004, loss=4.098140e-01 accuracy=86.875000
2019-06-25 17:16:59,592 valid mini-batch 005, loss=3.954886e-01 accuracy=86.718750
2019-06-25 17:16:59,724 valid mini-batch 006, loss=4.090133e-01 accuracy=86.383929
2019-06-25 17:16:59,851 valid mini-batch 007, loss=4.240006e-01 accuracy=86.132812
2019-06-25 17:16:59,979 valid mini-batch 008, loss=4.322896e-01 accuracy=85.937500
2019-06-25 17:17:00,108 valid mini-batch 009, loss=4.201743e-01 accuracy=85.781250
2019-06-25 17:17:00,235 valid mini-batch 010, loss=4.213138e-01 accuracy=85.795455
2019-06-25 17:17:00,362 valid mini-batch 011, loss=4.445658e-01 accuracy=85.286458
2019-06-25 17:17:00,489 valid mini-batch 012, loss=4.446630e-01 accuracy=85.216346
2019-06-25 17:17:00,611 valid mini-batch 013, loss=4.356893e-01 accuracy=85.602679
2019-06-25 17:17:00,734 valid mini-batch 014, loss=4.475734e-01 accuracy=85.416667
2019-06-25 17:17:00,852 valid mini-batch 015, loss=4.483342e-01 accuracy=85.253906
2019-06-25 17:17:00,969 valid mini-batch 016, loss=4.493803e-01 accuracy=85.569853
2019-06-25 17:17:01,086 valid mini-batch 017, loss=4.509571e-01 accuracy=85.763889
2019-06-25 17:17:01,203 valid mini-batch 018, loss=4.549471e-01 accuracy=85.773026
2019-06-25 17:17:01,320 valid mini-batch 019, loss=4.541914e-01 accuracy=85.937500
2019-06-25 17:17:01,439 valid mini-batch 020, loss=4.461417e-01 accuracy=86.160714
2019-06-25 17:17:01,556 valid mini-batch 021, loss=4.479198e-01 accuracy=86.221591
2019-06-25 17:17:01,673 valid mini-batch 022, loss=4.553699e-01 accuracy=85.937500
2019-06-25 17:17:01,795 valid mini-batch 023, loss=4.549012e-01 accuracy=85.807292
2019-06-25 17:17:01,912 valid mini-batch 024, loss=4.640408e-01 accuracy=85.562500
2019-06-25 17:17:02,030 valid mini-batch 025, loss=4.644373e-01 accuracy=85.396635
2019-06-25 17:17:02,147 valid mini-batch 026, loss=4.611749e-01 accuracy=85.532407
2019-06-25 17:17:02,264 valid mini-batch 027, loss=4.605161e-01 accuracy=85.546875
2019-06-25 17:17:02,381 valid mini-batch 028, loss=4.527473e-01 accuracy=85.883621
2019-06-25 17:17:02,498 valid mini-batch 029, loss=4.500403e-01 accuracy=85.989583
2019-06-25 17:17:02,615 valid mini-batch 030, loss=4.450303e-01 accuracy=86.139113
2019-06-25 17:17:02,735 valid mini-batch 031, loss=4.460713e-01 accuracy=86.132812
2019-06-25 17:17:02,852 valid mini-batch 032, loss=4.488943e-01 accuracy=86.126894
2019-06-25 17:17:02,969 valid mini-batch 033, loss=4.484446e-01 accuracy=86.121324
2019-06-25 17:17:03,086 valid mini-batch 034, loss=4.467053e-01 accuracy=86.026786
2019-06-25 17:17:03,203 valid mini-batch 035, loss=4.451687e-01 accuracy=86.067708
2019-06-25 17:17:03,320 valid mini-batch 036, loss=4.449079e-01 accuracy=86.021959
2019-06-25 17:17:03,437 valid mini-batch 037, loss=4.435435e-01 accuracy=86.143092
2019-06-25 17:17:03,554 valid mini-batch 038, loss=4.422357e-01 accuracy=86.217949
2019-06-25 17:17:03,671 valid mini-batch 039, loss=4.432215e-01 accuracy=86.093750
2019-06-25 17:17:03,793 valid mini-batch 040, loss=4.450306e-01 accuracy=86.051829
2019-06-25 17:17:03,911 valid mini-batch 041, loss=4.401487e-01 accuracy=86.086310
2019-06-25 17:17:04,028 valid mini-batch 042, loss=4.403218e-01 accuracy=86.046512
2019-06-25 17:17:04,145 valid mini-batch 043, loss=4.385658e-01 accuracy=86.115057
2019-06-25 17:17:04,262 valid mini-batch 044, loss=4.469734e-01 accuracy=85.937500
2019-06-25 17:17:04,379 valid mini-batch 045, loss=4.489298e-01 accuracy=85.869565
2019-06-25 17:17:04,496 valid mini-batch 046, loss=4.498626e-01 accuracy=85.837766
2019-06-25 17:17:04,618 valid mini-batch 047, loss=4.510564e-01 accuracy=85.839844
2019-06-25 17:17:04,750 valid mini-batch 048, loss=4.554969e-01 accuracy=85.650510
2019-06-25 17:17:04,877 valid mini-batch 049, loss=4.590925e-01 accuracy=85.500000
2019-06-25 17:17:05,004 valid mini-batch 050, loss=4.582945e-01 accuracy=85.508578
2019-06-25 17:17:05,132 valid mini-batch 051, loss=4.629111e-01 accuracy=85.336538
2019-06-25 17:17:05,259 valid mini-batch 052, loss=4.651360e-01 accuracy=85.318396
2019-06-25 17:17:05,386 valid mini-batch 053, loss=4.633117e-01 accuracy=85.387731
2019-06-25 17:17:05,514 valid mini-batch 054, loss=4.660323e-01 accuracy=85.312500
2019-06-25 17:17:05,641 valid mini-batch 055, loss=4.705306e-01 accuracy=85.184152
2019-06-25 17:17:05,772 valid mini-batch 056, loss=4.659567e-01 accuracy=85.279605
2019-06-25 17:17:05,900 valid mini-batch 057, loss=4.643575e-01 accuracy=85.264009
2019-06-25 17:17:06,028 valid mini-batch 058, loss=4.696407e-01 accuracy=85.222458
2019-06-25 17:17:06,155 valid mini-batch 059, loss=4.650843e-01 accuracy=85.364583
2019-06-25 17:17:06,282 valid mini-batch 060, loss=4.646431e-01 accuracy=85.373975
2019-06-25 17:17:06,409 valid mini-batch 061, loss=4.633639e-01 accuracy=85.408266
2019-06-25 17:17:06,537 valid mini-batch 062, loss=4.622574e-01 accuracy=85.342262
2019-06-25 17:17:06,664 valid mini-batch 063, loss=4.641191e-01 accuracy=85.253906
2019-06-25 17:17:06,797 valid mini-batch 064, loss=4.645994e-01 accuracy=85.264423
2019-06-25 17:17:06,924 valid mini-batch 065, loss=4.641171e-01 accuracy=85.274621
2019-06-25 17:17:07,051 valid mini-batch 066, loss=4.662170e-01 accuracy=85.237873
2019-06-25 17:17:07,179 valid mini-batch 067, loss=4.662590e-01 accuracy=85.248162
2019-06-25 17:17:07,306 valid mini-batch 068, loss=4.656348e-01 accuracy=85.235507
2019-06-25 17:17:07,433 valid mini-batch 069, loss=4.643941e-01 accuracy=85.312500
2019-06-25 17:17:07,561 valid mini-batch 070, loss=4.675104e-01 accuracy=85.233275
2019-06-25 17:17:07,688 valid mini-batch 071, loss=4.670444e-01 accuracy=85.243056
2019-06-25 17:17:07,816 valid mini-batch 072, loss=4.652657e-01 accuracy=85.252568
2019-06-25 17:17:07,944 valid mini-batch 073, loss=4.644379e-01 accuracy=85.240709
2019-06-25 17:17:08,072 valid mini-batch 074, loss=4.639696e-01 accuracy=85.312500
2019-06-25 17:17:08,199 valid mini-batch 075, loss=4.649530e-01 accuracy=85.279605
2019-06-25 17:17:08,326 valid mini-batch 076, loss=4.643623e-01 accuracy=85.308442
2019-06-25 17:17:08,454 valid mini-batch 077, loss=4.661457e-01 accuracy=85.296474
2019-06-25 17:17:08,580 valid mini-batch 078, loss=4.687383e-01 accuracy=85.185918
2019-06-25 17:17:08,699 valid mini-batch 079, loss=4.698565e-01 accuracy=85.175781
2019-06-25 17:17:08,816 valid mini-batch 080, loss=4.683750e-01 accuracy=85.223765
2019-06-25 17:17:08,933 valid mini-batch 081, loss=4.690000e-01 accuracy=85.175305
2019-06-25 17:17:09,050 valid mini-batch 082, loss=4.687687e-01 accuracy=85.165663
2019-06-25 17:17:09,168 valid mini-batch 083, loss=4.691558e-01 accuracy=85.137649
2019-06-25 17:17:09,285 valid mini-batch 084, loss=4.673463e-01 accuracy=85.220588
2019-06-25 17:17:09,402 valid mini-batch 085, loss=4.666467e-01 accuracy=85.192587
2019-06-25 17:17:09,519 valid mini-batch 086, loss=4.668117e-01 accuracy=85.147270
2019-06-25 17:17:09,636 valid mini-batch 087, loss=4.668713e-01 accuracy=85.138494
2019-06-25 17:17:09,759 valid mini-batch 088, loss=4.654653e-01 accuracy=85.217697
2019-06-25 17:17:09,876 valid mini-batch 089, loss=4.672388e-01 accuracy=85.156250
2019-06-25 17:17:09,994 valid mini-batch 090, loss=4.694304e-01 accuracy=85.113324
2019-06-25 17:17:10,111 valid mini-batch 091, loss=4.691576e-01 accuracy=85.139266
2019-06-25 17:17:10,228 valid mini-batch 092, loss=4.693617e-01 accuracy=85.080645
2019-06-25 17:17:10,344 valid mini-batch 093, loss=4.667363e-01 accuracy=85.123005
2019-06-25 17:17:10,462 valid mini-batch 094, loss=4.643375e-01 accuracy=85.180921
2019-06-25 17:17:10,579 valid mini-batch 095, loss=4.629154e-01 accuracy=85.188802
2019-06-25 17:17:10,698 valid mini-batch 096, loss=4.621354e-01 accuracy=85.196521
2019-06-25 17:17:10,815 valid mini-batch 097, loss=4.636795e-01 accuracy=85.156250
2019-06-25 17:17:10,932 valid mini-batch 098, loss=4.634123e-01 accuracy=85.195707
2019-06-25 17:17:11,049 valid mini-batch 099, loss=4.639512e-01 accuracy=85.156250
2019-06-25 17:17:11,167 valid mini-batch 100, loss=4.625274e-01 accuracy=85.210396
2019-06-25 17:17:11,284 valid mini-batch 101, loss=4.621333e-01 accuracy=85.186887
2019-06-25 17:17:11,401 valid mini-batch 102, loss=4.615766e-01 accuracy=85.163835
2019-06-25 17:17:11,518 valid mini-batch 103, loss=4.599154e-01 accuracy=85.216346
2019-06-25 17:17:11,635 valid mini-batch 104, loss=4.605255e-01 accuracy=85.223214
2019-06-25 17:17:11,755 valid mini-batch 105, loss=4.584077e-01 accuracy=85.274175
2019-06-25 17:17:11,871 valid mini-batch 106, loss=4.569397e-01 accuracy=85.294977
2019-06-25 17:17:11,988 valid mini-batch 107, loss=4.559733e-01 accuracy=85.300926
2019-06-25 17:17:12,105 valid mini-batch 108, loss=4.553070e-01 accuracy=85.292431
2019-06-25 17:17:12,222 valid mini-batch 109, loss=4.552001e-01 accuracy=85.312500
2019-06-25 17:17:12,339 valid mini-batch 110, loss=4.545246e-01 accuracy=85.318131
2019-06-25 17:17:12,456 valid mini-batch 111, loss=4.562789e-01 accuracy=85.239955
2019-06-25 17:17:12,574 valid mini-batch 112, loss=4.545855e-01 accuracy=85.259956
2019-06-25 17:17:12,705 valid mini-batch 113, loss=4.551467e-01 accuracy=85.252193
2019-06-25 17:17:12,832 valid mini-batch 114, loss=4.556308e-01 accuracy=85.203804
2019-06-25 17:17:12,959 valid mini-batch 115, loss=4.565378e-01 accuracy=85.250539
2019-06-25 17:17:13,087 valid mini-batch 116, loss=4.563035e-01 accuracy=85.243056
2019-06-25 17:17:13,214 valid mini-batch 117, loss=4.566144e-01 accuracy=85.209216
2019-06-25 17:17:13,341 valid mini-batch 118, loss=4.564799e-01 accuracy=85.175945
2019-06-25 17:17:13,468 valid mini-batch 119, loss=4.551529e-01 accuracy=85.234375
2019-06-25 17:17:13,596 valid mini-batch 120, loss=4.577954e-01 accuracy=85.201446
2019-06-25 17:17:13,728 valid mini-batch 121, loss=4.573111e-01 accuracy=85.220287
2019-06-25 17:17:13,855 valid mini-batch 122, loss=4.583857e-01 accuracy=85.213415
2019-06-25 17:17:13,982 valid mini-batch 123, loss=4.579051e-01 accuracy=85.206653
2019-06-25 17:17:14,110 valid mini-batch 124, loss=4.577827e-01 accuracy=85.187500
2019-06-25 17:17:14,237 valid mini-batch 125, loss=4.574676e-01 accuracy=85.205853
2019-06-25 17:17:14,364 valid mini-batch 126, loss=4.563636e-01 accuracy=85.236220
2019-06-25 17:17:14,492 valid mini-batch 127, loss=4.580777e-01 accuracy=85.180664
2019-06-25 17:17:14,619 valid mini-batch 128, loss=4.565541e-01 accuracy=85.234981
2019-06-25 17:17:14,750 valid mini-batch 129, loss=4.556614e-01 accuracy=85.240385
2019-06-25 17:17:14,877 valid mini-batch 130, loss=4.561077e-01 accuracy=85.197996
2019-06-25 17:17:15,005 valid mini-batch 131, loss=4.535475e-01 accuracy=85.298295
2019-06-25 17:17:15,132 valid mini-batch 132, loss=4.540728e-01 accuracy=85.244361
2019-06-25 17:17:15,259 valid mini-batch 133, loss=4.538309e-01 accuracy=85.237873
2019-06-25 17:17:15,386 valid mini-batch 134, loss=4.557977e-01 accuracy=85.162037
2019-06-25 17:17:15,514 valid mini-batch 135, loss=4.571689e-01 accuracy=85.133272
2019-06-25 17:17:15,641 valid mini-batch 136, loss=4.575422e-01 accuracy=85.150547
2019-06-25 17:17:15,772 valid mini-batch 137, loss=4.571070e-01 accuracy=85.156250
2019-06-25 17:17:15,900 valid mini-batch 138, loss=4.579528e-01 accuracy=85.128147
2019-06-25 17:17:16,027 valid mini-batch 139, loss=4.570652e-01 accuracy=85.133929
2019-06-25 17:17:16,154 valid mini-batch 140, loss=4.567584e-01 accuracy=85.128546
2019-06-25 17:17:16,281 valid mini-batch 141, loss=4.555902e-01 accuracy=85.167254
2019-06-25 17:17:16,409 valid mini-batch 142, loss=4.554612e-01 accuracy=85.161713
2019-06-25 17:17:16,537 valid mini-batch 143, loss=4.554741e-01 accuracy=85.177951
2019-06-25 17:17:16,657 valid mini-batch 144, loss=4.571016e-01 accuracy=85.172414
2019-06-25 17:17:16,778 valid mini-batch 145, loss=4.577507e-01 accuracy=85.166952
2019-06-25 17:17:16,895 valid mini-batch 146, loss=4.581825e-01 accuracy=85.172194
2019-06-25 17:17:17,012 valid mini-batch 147, loss=4.591062e-01 accuracy=85.145693
2019-06-25 17:17:17,129 valid mini-batch 148, loss=4.572324e-01 accuracy=85.203440
2019-06-25 17:17:17,246 valid mini-batch 149, loss=4.567510e-01 accuracy=85.218750
2019-06-25 17:17:17,363 valid mini-batch 150, loss=4.569680e-01 accuracy=85.223510
2019-06-25 17:17:17,480 valid mini-batch 151, loss=4.570429e-01 accuracy=85.217928
2019-06-25 17:17:17,598 valid mini-batch 152, loss=4.569656e-01 accuracy=85.243056
2019-06-25 17:17:17,719 valid mini-batch 153, loss=4.581889e-01 accuracy=85.247565
2019-06-25 17:17:17,836 valid mini-batch 154, loss=4.572320e-01 accuracy=85.262097
2019-06-25 17:17:17,953 valid mini-batch 155, loss=4.602064e-01 accuracy=85.186298
2019-06-25 17:17:18,070 valid mini-batch 156, loss=4.594595e-01 accuracy=85.220939
2019-06-25 17:17:18,187 valid mini-batch 157, loss=4.591665e-01 accuracy=85.205696
2019-06-25 17:17:18,304 valid mini-batch 158, loss=4.597533e-01 accuracy=85.170991
2019-06-25 17:17:18,421 valid mini-batch 159, loss=4.599763e-01 accuracy=85.166016
2019-06-25 17:17:18,537 valid mini-batch 160, loss=4.600089e-01 accuracy=85.199922
2019-06-25 17:17:18,654 valid mini-batch 161, loss=4.597636e-01 accuracy=85.223765
2019-06-25 17:17:18,776 valid mini-batch 162, loss=4.594945e-01 accuracy=85.247316
2019-06-25 17:17:18,893 valid mini-batch 163, loss=4.593097e-01 accuracy=85.241997
2019-06-25 17:17:19,010 valid mini-batch 164, loss=4.595551e-01 accuracy=85.227273
2019-06-25 17:17:19,128 valid mini-batch 165, loss=4.589284e-01 accuracy=85.250377
2019-06-25 17:17:19,244 valid mini-batch 166, loss=4.572577e-01 accuracy=85.301272
2019-06-25 17:17:19,361 valid mini-batch 167, loss=4.558641e-01 accuracy=85.342262
2019-06-25 17:17:19,478 valid mini-batch 168, loss=4.559572e-01 accuracy=85.318047
2019-06-25 17:17:19,595 valid mini-batch 169, loss=4.555935e-01 accuracy=85.303309
2019-06-25 17:17:19,715 valid mini-batch 170, loss=4.554047e-01 accuracy=85.297880
2019-06-25 17:17:19,833 valid mini-batch 171, loss=4.553044e-01 accuracy=85.292515
2019-06-25 17:17:19,950 valid mini-batch 172, loss=4.557702e-01 accuracy=85.269147
2019-06-25 17:17:20,067 valid mini-batch 173, loss=4.556661e-01 accuracy=85.255029
2019-06-25 17:17:20,185 valid mini-batch 174, loss=4.564421e-01 accuracy=85.214286
2019-06-25 17:17:20,302 valid mini-batch 175, loss=4.566473e-01 accuracy=85.209517
2019-06-25 17:17:20,419 valid mini-batch 176, loss=4.558260e-01 accuracy=85.213630
2019-06-25 17:17:20,536 valid mini-batch 177, loss=4.565542e-01 accuracy=85.217697
2019-06-25 17:17:20,660 valid mini-batch 178, loss=4.558450e-01 accuracy=85.212989
2019-06-25 17:17:20,793 valid mini-batch 179, loss=4.561805e-01 accuracy=85.208333
2019-06-25 17:17:20,920 valid mini-batch 180, loss=4.555642e-01 accuracy=85.229627
2019-06-25 17:17:21,048 valid mini-batch 181, loss=4.570392e-01 accuracy=85.207761
2019-06-25 17:17:21,175 valid mini-batch 182, loss=4.566499e-01 accuracy=85.194672
2019-06-25 17:17:21,302 valid mini-batch 183, loss=4.565800e-01 accuracy=85.190217
2019-06-25 17:17:21,429 valid mini-batch 184, loss=4.564224e-01 accuracy=85.177365
2019-06-25 17:17:21,557 valid mini-batch 185, loss=4.562249e-01 accuracy=85.189852
2019-06-25 17:17:21,684 valid mini-batch 186, loss=4.568087e-01 accuracy=85.210561
2019-06-25 17:17:21,812 valid mini-batch 187, loss=4.574184e-01 accuracy=85.214428
2019-06-25 17:17:21,939 valid mini-batch 188, loss=4.574413e-01 accuracy=85.209987
2019-06-25 17:17:22,066 valid mini-batch 189, loss=4.563795e-01 accuracy=85.230263
2019-06-25 17:17:22,194 valid mini-batch 190, loss=4.569061e-01 accuracy=85.217605
2019-06-25 17:17:22,321 valid mini-batch 191, loss=4.575693e-01 accuracy=85.196940
2019-06-25 17:17:22,449 valid mini-batch 192, loss=4.579105e-01 accuracy=85.200777
2019-06-25 17:17:22,576 valid mini-batch 193, loss=4.591431e-01 accuracy=85.204575
2019-06-25 17:17:22,706 valid mini-batch 194, loss=4.580744e-01 accuracy=85.240385
2019-06-25 17:17:22,833 valid mini-batch 195, loss=4.577329e-01 accuracy=85.251913
2019-06-25 17:17:22,961 valid mini-batch 196, loss=4.584686e-01 accuracy=85.239530
2019-06-25 17:17:23,088 valid mini-batch 197, loss=4.575715e-01 accuracy=85.250947
2019-06-25 17:17:23,215 valid mini-batch 198, loss=4.580466e-01 accuracy=85.230842
2019-06-25 17:17:23,343 valid mini-batch 199, loss=4.586364e-01 accuracy=85.242188
2019-06-25 17:17:23,470 valid mini-batch 200, loss=4.591330e-01 accuracy=85.222326
2019-06-25 17:17:23,598 valid mini-batch 201, loss=4.594668e-01 accuracy=85.225866
2019-06-25 17:17:23,730 valid mini-batch 202, loss=4.591710e-01 accuracy=85.237069
2019-06-25 17:17:23,857 valid mini-batch 203, loss=4.604354e-01 accuracy=85.209865
2019-06-25 17:17:23,985 valid mini-batch 204, loss=4.627195e-01 accuracy=85.129573
2019-06-25 17:17:24,113 valid mini-batch 205, loss=4.632676e-01 accuracy=85.103155
2019-06-25 17:17:24,241 valid mini-batch 206, loss=4.628977e-01 accuracy=85.122283
2019-06-25 17:17:24,369 valid mini-batch 207, loss=4.622715e-01 accuracy=85.156250
2019-06-25 17:17:24,497 valid mini-batch 208, loss=4.642460e-01 accuracy=85.130084
2019-06-25 17:17:24,620 valid mini-batch 209, loss=4.637811e-01 accuracy=85.148810
2019-06-25 17:17:24,742 valid mini-batch 210, loss=4.651129e-01 accuracy=85.122927
2019-06-25 17:17:24,859 valid mini-batch 211, loss=4.649670e-01 accuracy=85.112028
2019-06-25 17:17:24,975 valid mini-batch 212, loss=4.651764e-01 accuracy=85.108568
2019-06-25 17:17:25,092 valid mini-batch 213, loss=4.676637e-01 accuracy=85.061332
2019-06-25 17:17:25,209 valid mini-batch 214, loss=4.674665e-01 accuracy=85.043605
2019-06-25 17:17:25,327 valid mini-batch 215, loss=4.670791e-01 accuracy=85.040509
2019-06-25 17:17:25,444 valid mini-batch 216, loss=4.680322e-01 accuracy=85.059044
2019-06-25 17:17:25,562 valid mini-batch 217, loss=4.679388e-01 accuracy=85.027236
2019-06-25 17:17:25,680 valid mini-batch 218, loss=4.695138e-01 accuracy=85.002854
2019-06-25 17:17:25,800 valid mini-batch 219, loss=4.684236e-01 accuracy=85.042614
2019-06-25 17:17:25,918 valid mini-batch 220, loss=4.693850e-01 accuracy=85.011312
2019-06-25 17:17:26,035 valid mini-batch 221, loss=4.687035e-01 accuracy=85.022523
2019-06-25 17:17:26,154 valid mini-batch 222, loss=4.679477e-01 accuracy=85.033632
2019-06-25 17:17:26,271 valid mini-batch 223, loss=4.676319e-01 accuracy=85.037667
2019-06-25 17:17:26,389 valid mini-batch 224, loss=4.685478e-01 accuracy=85.020833
2019-06-25 17:17:26,506 valid mini-batch 225, loss=4.678772e-01 accuracy=85.024889
2019-06-25 17:17:26,624 valid mini-batch 226, loss=4.675635e-01 accuracy=85.035793
2019-06-25 17:17:26,745 valid mini-batch 227, loss=4.683512e-01 accuracy=85.005482
2019-06-25 17:17:26,863 valid mini-batch 228, loss=4.685814e-01 accuracy=85.016376
2019-06-25 17:17:26,980 valid mini-batch 229, loss=4.683281e-01 accuracy=85.013587
2019-06-25 17:17:27,098 valid mini-batch 230, loss=4.695718e-01 accuracy=84.997294
2019-06-25 17:17:27,215 valid mini-batch 231, loss=4.700986e-01 accuracy=84.974407
2019-06-25 17:17:27,333 valid mini-batch 232, loss=4.700683e-01 accuracy=84.985247
2019-06-25 17:17:27,450 valid mini-batch 233, loss=4.692455e-01 accuracy=85.016026
2019-06-25 17:17:27,568 valid mini-batch 234, loss=4.683506e-01 accuracy=85.039894
2019-06-25 17:17:27,685 valid mini-batch 235, loss=4.676203e-01 accuracy=85.043697
2019-06-25 17:17:27,805 valid mini-batch 236, loss=4.679409e-01 accuracy=85.040876
2019-06-25 17:17:27,922 valid mini-batch 237, loss=4.678799e-01 accuracy=85.051208
2019-06-25 17:17:28,039 valid mini-batch 238, loss=4.678139e-01 accuracy=85.041841
2019-06-25 17:17:28,157 valid mini-batch 239, loss=4.672884e-01 accuracy=85.052083
2019-06-25 17:17:28,274 valid mini-batch 240, loss=4.678079e-01 accuracy=85.036307
2019-06-25 17:17:28,392 valid mini-batch 241, loss=4.690451e-01 accuracy=85.007748
2019-06-25 17:17:28,510 valid mini-batch 242, loss=4.686900e-01 accuracy=85.005144
2019-06-25 17:17:28,631 valid mini-batch 243, loss=4.692965e-01 accuracy=84.996158
2019-06-25 17:17:28,765 valid mini-batch 244, loss=4.693696e-01 accuracy=85.019133
2019-06-25 17:17:28,892 valid mini-batch 245, loss=4.682328e-01 accuracy=85.041921
2019-06-25 17:17:29,020 valid mini-batch 246, loss=4.687682e-01 accuracy=85.032895
2019-06-25 17:17:29,147 valid mini-batch 247, loss=4.700215e-01 accuracy=85.036542
2019-06-25 17:17:29,275 valid mini-batch 248, loss=4.706394e-01 accuracy=85.008785
2019-06-25 17:17:29,403 valid mini-batch 249, loss=4.705842e-01 accuracy=84.993750
2019-06-25 17:17:29,530 valid mini-batch 250, loss=4.706147e-01 accuracy=84.991285
2019-06-25 17:17:29,658 valid mini-batch 251, loss=4.694761e-01 accuracy=85.019841
2019-06-25 17:17:29,791 valid mini-batch 252, loss=4.690368e-01 accuracy=85.035820
2019-06-25 17:17:29,919 valid mini-batch 253, loss=4.686356e-01 accuracy=85.045522
2019-06-25 17:17:30,047 valid mini-batch 254, loss=4.685348e-01 accuracy=85.042892
2019-06-25 17:17:30,175 valid mini-batch 255, loss=4.682819e-01 accuracy=85.052490
2019-06-25 17:17:30,302 valid mini-batch 256, loss=4.679188e-01 accuracy=85.080253
2019-06-25 17:17:30,430 valid mini-batch 257, loss=4.682145e-01 accuracy=85.071463
2019-06-25 17:17:30,558 valid mini-batch 258, loss=4.679552e-01 accuracy=85.056708
2019-06-25 17:17:30,686 valid mini-batch 259, loss=4.674055e-01 accuracy=85.084135
2019-06-25 17:17:30,814 valid mini-batch 260, loss=4.670163e-01 accuracy=85.099377
2019-06-25 17:17:30,942 valid mini-batch 261, loss=4.666446e-01 accuracy=85.114504
2019-06-25 17:17:31,069 valid mini-batch 262, loss=4.665405e-01 accuracy=85.117633
2019-06-25 17:17:31,197 valid mini-batch 263, loss=4.668862e-01 accuracy=85.091146
2019-06-25 17:17:31,324 valid mini-batch 264, loss=4.662624e-01 accuracy=85.112028
2019-06-25 17:17:31,452 valid mini-batch 265, loss=4.651021e-01 accuracy=85.156250
2019-06-25 17:17:31,580 valid mini-batch 266, loss=4.639266e-01 accuracy=85.194288
2019-06-25 17:17:31,712 valid mini-batch 267, loss=4.637952e-01 accuracy=85.173741
2019-06-25 17:17:31,840 valid mini-batch 268, loss=4.640609e-01 accuracy=85.170771
2019-06-25 17:17:31,967 valid mini-batch 269, loss=4.632616e-01 accuracy=85.202546
2019-06-25 17:17:32,095 valid mini-batch 270, loss=4.625056e-01 accuracy=85.222555
2019-06-25 17:17:32,223 valid mini-batch 271, loss=4.624696e-01 accuracy=85.207950
2019-06-25 17:17:32,351 valid mini-batch 272, loss=4.631919e-01 accuracy=85.187729
2019-06-25 17:17:32,478 valid mini-batch 273, loss=4.638243e-01 accuracy=85.184763
2019-06-25 17:17:32,614 valid mini-batch 274, loss=4.641231e-01 accuracy=85.170455
2019-06-25 17:17:32,786 valid mini-batch 275, loss=4.640620e-01 accuracy=85.161911
2019-06-25 17:17:32,954 valid mini-batch 276, loss=4.646484e-01 accuracy=85.164711
2019-06-25 17:17:33,121 valid mini-batch 277, loss=4.648261e-01 accuracy=85.150629
2019-06-25 17:17:33,288 valid mini-batch 278, loss=4.651251e-01 accuracy=85.142249
2019-06-25 17:17:33,455 valid mini-batch 279, loss=4.648165e-01 accuracy=85.133929
2019-06-25 17:17:33,622 valid mini-batch 280, loss=4.643552e-01 accuracy=85.142349
2019-06-25 17:17:33,792 valid mini-batch 281, loss=4.642906e-01 accuracy=85.145168
2019-06-25 17:17:33,958 valid mini-batch 282, loss=4.639046e-01 accuracy=85.147968
2019-06-25 17:17:34,125 valid mini-batch 283, loss=4.645294e-01 accuracy=85.145246
2019-06-25 17:17:34,292 valid mini-batch 284, loss=4.661965e-01 accuracy=85.104167
2019-06-25 17:17:34,459 valid mini-batch 285, loss=4.667573e-01 accuracy=85.101617
2019-06-25 17:17:34,626 valid mini-batch 286, loss=4.661654e-01 accuracy=85.115418
2019-06-25 17:17:34,798 valid mini-batch 287, loss=4.665711e-01 accuracy=85.101997
2019-06-25 17:17:34,965 valid mini-batch 288, loss=4.673845e-01 accuracy=85.077855
2019-06-25 17:17:35,133 valid mini-batch 289, loss=4.676957e-01 accuracy=85.080819
2019-06-25 17:17:35,300 valid mini-batch 290, loss=4.675294e-01 accuracy=85.078393
2019-06-25 17:17:35,467 valid mini-batch 291, loss=4.673217e-01 accuracy=85.092038
2019-06-25 17:17:35,635 valid mini-batch 292, loss=4.669818e-01 accuracy=85.105589
2019-06-25 17:17:35,808 valid mini-batch 293, loss=4.676246e-01 accuracy=85.087160
